parent_theme_name,decade,rgb,color_name,part_quantity
Train,2000,352100,Dark Brown,15.0
Train,2000,4B9F4A,Bright Green,2.0
Train,2000,4C61DB,Royal Blue,1.0
Train,2000,575857,Pearl Dark Gray,4.0
Train,2000,582A12,Reddish Brown,127.0
Train,2000,583927,Brown,1.0
Train,2000,5A93DB,Medium Blue,2.0
Train,2000,6074A1,Sand Blue,2.0
Train,2000,635F52,Trans-Black,70.0
Train,2000,6C6E68,Dark Bluish Gray,435.0
Train,2000,6D6E5C,Dark Gray,86.0
Train,2000,720E0F,Dark Red,3.0
Train,2000,84B68D,Trans-Green,1.0
Train,2000,923978,Magenta,1.0
Train,2000,9BA19D,Light Gray,335.0
Train,2000,A0A5A9,Light Bluish Gray,476.0
Train,2000,A5A9B4,Metallic Silver,3.0
Train,2000,A95500,Dark Orange,2.0
Train,2000,AA7F2E,Pearl Gold,11.0
Train,2000,AEEFEC,Trans-Light Blue,3.0
Train,2000,C870A0,Dark Pink,4.0
Train,2000,C91A09,Red,637.0
Train,2000,C91A09,Trans-Red,36.0
Train,2000,E0E0E0,Chrome Silver,54.0
Train,2000,E4CD9E,Tan,112.0
Train,2000,F08F1C,Trans-Orange,5.0
Train,2000,F2CD37,Yellow,461.0
Train,2000,F5CD2F,Trans-Yellow,28.0
Train,2000,FCFCFC,Trans-Clear,84.0
Train,2000,FE8A18,Orange,68.0
Train,2000,FF800D,Trans-Neon Orange,2.0
Train,2000,FFFFFF,White,328.0
Train,2010,0055BF,Blue,108.0
Train,2010,05131D,Black,1541.0
Train,2010,05131D,[No Color],6.0
Train,2010,0A3463,Dark Blue,10.0
Train,2010,237841,Green,67.0
Train,2010,352100,Dark Brown,3.0
Train,2010,3592C3,Maersk Blue,238.0
Train,2010,3F3691,Dark Purple,1.0
Train,2010,582A12,Reddish Brown,82.0
Train,2010,5A93DB,Medium Blue,3.0
Train,2010,635F52,Trans-Black,42.0
Train,2010,6C6E68,Dark Bluish Gray,555.0
Train,2010,720E0F,Dark Red,2.0
Train,2010,84B68D,Trans-Green,3.0
Train,2010,958A73,Dark Tan,9.0
Train,2010,A0A5A9,Light Bluish Gray,847.0
Train,2010,A5A9B4,Metallic Silver,14.0
Train,2010,AEEFEC,Trans-Light Blue,1.0
Train,2010,BBE90B,Lime,6.0
Train,2010,C91A09,Red,387.0
Train,2010,C91A09,Trans-Red,35.0
Train,2010,E0E0E0,Chrome Silver,44.0
Train,2010,E4CD9E,Tan,26.0
Train,2010,F08F1C,Trans-Orange,24.0
Train,2010,F2CD37,Yellow,286.0
Train,2010,F5CD2F,Trans-Yellow,13.0
Train,2010,F8F184,Trans-Neon Green,3.0
Train,2010,FCFCFC,Trans-Clear,92.0
Train,2010,FE8A18,Orange,197.0
Train,2010,FFFFFF,White,388.0
Universal Building Set,1960,0055BF,Blue,93.0
Universal Building Set,1960,05131D,Black,89.0
Universal Building Set,1960,237841,Green,11.0
Universal Building Set,1960,9BA19D,Light Gray,5.0
Universal Building Set,1960,C91A09,Red,283.0
Universal Building Set,1960,F2CD37,Yellow,62.0
Universal Building Set,1960,FCFCFC,Trans-Clear,36.0
Universal Building Set,1960,FFFFFF,White,167.0
Universal Building Set,1970,0020A0,Trans-Dark Blue,3.0
Universal Building Set,1970,0055BF,Blue,1743.0
Universal Building Set,1970,05131D,Black,1727.0
Universal Building Set,1970,05131D,[No Color],1.0
Universal Building Set,1970,237841,Green,77.0
Universal Building Set,1970,4C61DB,Royal Blue,1.0
Universal Building Set,1970,583927,Brown,8.0
Universal Building Set,1970,84B68D,Trans-Green,3.0
Universal Building Set,1970,9BA19D,Light Gray,165.0
Universal Building Set,1970,A5A9B4,Metallic Silver,18.0
Universal Building Set,1970,C91A09,Red,3314.0
Universal Building Set,1970,C91A09,Trans-Red,3.0
Universal Building Set,1970,F2CD37,Yellow,1587.0
Universal Building Set,1970,F5CD2F,Trans-Yellow,2.0
Universal Building Set,1970,FCFCFC,Trans-Clear,465.0
Universal Building Set,1970,FFFFFF,Milky White,87.0
Universal Building Set,1970,FFFFFF,White,2120.0
Universal Building Set,1980,0020A0,Trans-Dark Blue,17.0
Universal Building Set,1980,0055BF,Blue,3216.0
Universal Building Set,1980,05131D,Black,2302.0
Universal Building Set,1980,05131D,[No Color],36.0
Universal Building Set,1980,237841,Green,370.0
Universal Building Set,1980,583927,Brown,16.0
Universal Building Set,1980,6D6E5C,Dark Gray,3.0
Universal Building Set,1980,84B68D,Trans-Green,13.0
Universal Building Set,1980,9BA19D,Light Gray,445.0
Universal Building Set,1980,C91A09,Red,5645.0
Universal Building Set,1980,C91A09,Trans-Red,24.0
Universal Building Set,1980,F2CD37,Yellow,3732.0
Universal Building Set,1980,F5CD2F,Trans-Yellow,36.0
Universal Building Set,1980,FCFCFC,Trans-Clear,398.0
Universal Building Set,1980,FFFFFF,Milky White,5.0
Universal Building Set,1980,FFFFFF,White,3231.0
Universal Building Set,1990,0020A0,Trans-Dark Blue,24.0
Universal Building Set,1990,0055BF,Blue,7027.0
Universal Building Set,1990,05131D,Black,4194.0
Universal Building Set,1990,05131D,[No Color],16.0
Universal Building Set,1990,237841,Green,1299.0
Universal Building Set,1990,4354A3,Violet,4.0
Universal Building Set,1990,4B9F4A,Bright Green,10.0
Universal Building Set,1990,583927,Brown,36.0
Universal Building Set,1990,6D6E5C,Dark Gray,80.0
Universal Building Set,1990,84B68D,Trans-Green,29.0
Universal Building Set,1990,9BA19D,Light Gray,508.0
Universal Building Set,1990,AEEFEC,Trans-Light Blue,58.0
Universal Building Set,1990,C2DAB8,Light Green,7.0
Universal Building Set,1990,C870A0,Dark Pink,5.0
Universal Building Set,1990,C91A09,Red,8456.0
Universal Building Set,1990,C91A09,Trans-Red,51.0
Universal Building Set,1990,E0E0E0,Chrome Silver,2.0
Universal Building Set,1990,E4CD9E,Tan,7.0
Universal Building Set,1990,F2CD37,Yellow,6889.0
Universal Building Set,1990,F5CD2F,Trans-Yellow,64.0
Universal Building Set,1990,F785B1,Medium Dark Pink,20.0
Universal Building Set,1990,FC97AC,Pink,37.0
Universal Building Set,1990,FCFCFC,Trans-Clear,243.0
Universal Building Set,1990,FF800D,Trans-Neon Orange,5.0
Universal Building Set,1990,FFFFFF,Milky White,8.0
Universal Building Set,1990,FFFFFF,White,8051.0
Universal Building Set,2000,0020A0,Trans-Dark Blue,1.0
Universal Building Set,2000,0055BF,Blue,321.0
Universal Building Set,2000,05131D,Black,155.0
Universal Building Set,2000,237841,Green,126.0
Universal Building Set,2000,6D6E5C,Dark Gray,19.0
Universal Building Set,2000,84B68D,Trans-Green,8.0
Universal Building Set,2000,9BA19D,Light Gray,10.0
Universal Building Set,2000,AEEFEC,Trans-Light Blue,4.0
Universal Building Set,2000,C91A09,Red,337.0
Universal Building Set,2000,C91A09,Trans-Red,4.0
Universal Building Set,2000,F2CD37,Yellow,331.0
Universal Building Set,2000,FCFCFC,Trans-Clear,11.0
Universal Building Set,2000,FFFFFF,White,297.0
